work_year,experience_level,job_title,salary_in_usd
2024,SE,Data Engineer,219200
2024,SE,Data Engineer,149300
2024,SE,Data Analyst,275000
2024,SE,Data Analyst,133000
2024,MI,Data Analyst,128355
2024,MI,Data Analyst,82227
2024,SE,Data Analyst,59833
2024,SE,Data Analyst,59833
2024,EN,Data Analyst,70000
2024,EN,Data Analyst,50000
2024,EN,Data Analyst,99200
2024,EN,Data Analyst,69400
2024,SE,Data Analyst,126200
2024,SE,Data Analyst,94200
2024,MI,Analytics Engineer,123836
2024,MI,Analytics Engineer,90062
2024,EN,Data Analyst,117363
2024,EN,Data Analyst,106025
2024,SE,Data Analyst,110100
2024,SE,Data Analyst,53800
2024,EN,Data Specialist,80800
2024,EN,Data Specialist,46200
2024,SE,AI Engineer,600000
2024,SE,AI Engineer,120000
2024,MI,AI Engineer,600000
2024,MI,AI Engineer,100000
2024,SE,AI Researcher,158500
2024,SE,AI Researcher,129700
2024,MI,Data Engineer,144000
2024,MI,Data Engineer,102500
2024,MI,Data Engineer,102927
2024,MI,Data Engineer,102927
2024,SE,Solution Architect,169700
2024,SE,Solution Architect,118800
2024,MI,Machine Learning Engineer,337250
2024,MI,Machine Learning Engineer,184300
2024,MI,Machine Learning Engineer,237500
2024,MI,Machine Learning Engineer,137750
2024,MI,Machine Learning Engineer,276760
2024,MI,Machine Learning Engineer,92160
2024,SE,Machine Learning Engineer,250200
2024,SE,Machine Learning Engineer,117200
2024,SE,Machine Learning Engineer,220000
2024,SE,Machine Learning Engineer,150000
2024,SE,Machine Learning Engineer,116000
2024,SE,Machine Learning Engineer,98400
2024,MI,Manager,200840
2024,MI,Manager,161762
2024,SE,Data Manager,97600
2024,SE,Data Manager,55800
2024,MI,Manager,250200
2024,MI,Manager,117200
2024,SE,Software Engineer,312200
2024,SE,Software Engineer,175800
2024,MI,Engineer,113394
2024,MI,Engineer,82468
2024,MI,Engineer,118400
2024,MI,Engineer,90000
2024,MI,Engineer,133000
2024,MI,Engineer,82000
2024,MI,Software Engineer,120000
2024,MI,Software Engineer,80000
2024,EN,Engineer,64952
2024,EN,Engineer,56833
2024,SE,Consultant,295000
2024,SE,Consultant,204000
2024,SE,Software Engineer,294000
2024,SE,Software Engineer,137600
2024,SE,Analyst,153374
2024,SE,Analyst,122699
2024,MI,Manager,159800
2024,MI,Manager,124800
2024,SE,Business Analyst,182000
2024,SE,Business Analyst,108000
2024,SE,Data Analyst,131185
2024,SE,Data Analyst,78707
2024,MI,Analyst,58000
2024,MI,Analyst,52000
2024,MI,Data Engineer,237500
2024,MI,Data Engineer,137750
2024,MI,Data Engineer,78000
2024,MI,Data Engineer,72000
2024,MI,Data Scientist,60000
2024,MI,Data Scientist,60000
2024,SE,Machine Learning Engineer,280000
2024,SE,Machine Learning Engineer,220000
2024,SE,Data Scientist,145000
2024,SE,Data Scientist,128000
2024,SE,Analytics Engineer,150000
2024,SE,Analytics Engineer,75000
2024,SE,Data Architect,288900
2024,SE,Data Architect,173300
2024,SE,Applied Scientist,252800
2024,SE,Applied Scientist,158200
2024,MI,AI Engineer,172000
2024,MI,AI Engineer,75600
2024,MI,Associate,150000
2024,MI,Associate,140000
2024,SE,Full Stack Developer,163700
2024,SE,Full Stack Developer,109100
2024,EN,Research Analyst,106000
2024,EN,Research Analyst,51600
2024,SE,Research Scientist,250000
2024,SE,Research Scientist,110100
2024,SE,Software Engineer,183580
2024,SE,Software Engineer,111260
2024,MI,Software Engineer,144660
2024,MI,Software Engineer,90480
2024,SE,Engineer,193000
2024,SE,Engineer,84600
2024,SE,Software Engineer,229000
2024,SE,Software Engineer,107000
2024,MI,Software Engineer,189000
2024,MI,Software Engineer,89000
2024,SE,Engineer,165000
2024,SE,Engineer,105000
2024,SE,Machine Learning Engineer,246000
2024,SE,Machine Learning Engineer,210000
2024,MI,Machine Learning Engineer,109400
2024,MI,Machine Learning Engineer,73700
2024,EX,Head of Data,412500
2024,EX,Head of Data,300000
2024,EN,Data Analyst,90000
2024,EN,Data Analyst,76500
2024,SE,Consultant,133000
2024,SE,Consultant,71000
2024,MI,Software Engineer,106358
2024,MI,Software Engineer,106358
2024,MI,Data Engineer,96750
2024,MI,Data Engineer,72000
2024,SE,Data Scientist,222480
2024,SE,Data Scientist,111240
2024,SE,Data Scientist,222480
2024,SE,Data Scientist,101970
2024,SE,Data Scientist,263600
2024,SE,Data Scientist,119800
2024,MI,Data Scientist,202800
2024,MI,Data Scientist,109200
2024,EN,Data Scientist,89600
2024,EN,Data Scientist,61800
2024,SE,Quantitative Researcher,200000
2024,SE,Quantitative Researcher,150000
2024,EX,Analyst,150500
2024,EX,Analyst,103000
2024,EX,Analyst,162000
2024,EX,Analyst,152000
2024,EN,Analyst,90000
2024,EN,Analyst,75000
2024,MI,Engineer,219600
2024,MI,Engineer,109300
2024,MI,Manager,151400
2024,MI,Manager,91800
2024,SE,Cloud Engineer,171600
2024,SE,Cloud Engineer,92400
2024,EN,Analyst,106240
2024,EN,Analyst,70820
2024,MI,Quantitative Researcher,141600
2024,MI,Quantitative Researcher,85000
2024,SE,Software Engineer,241600
2024,SE,Software Engineer,109800
2024,MI,Associate,216040
2024,MI,Associate,99300
2024,MI,Data Engineer,106840
2024,MI,Data Engineer,76560
2024,SE,Data Engineer,239127
2024,SE,Data Engineer,170805
2024,SE,Product Manager,220500
2024,SE,Product Manager,120500
2024,SE,Data Quality Lead,170760
2024,SE,Data Quality Lead,113840
2024,SE,Analyst,212160
2024,SE,Analyst,141440
2024,SE,Data Analyst,112700
2024,SE,Data Analyst,65900
2024,EN,Data Analyst,124550
2024,EN,Data Analyst,68900
2024,MI,Manager,161800
2024,MI,Manager,97100
2024,SE,Data Architect,200000
2024,SE,Data Architect,190000
2024,SE,Technical Lead,265080
2024,SE,Technical Lead,176720
2024,MI,Data Manager,97525
2024,MI,Data Manager,53950
2024,SE,Analyst,195000
2024,SE,Analyst,91500
2024,SE,Applied Scientist,294000
2024,SE,Applied Scientist,137600
2024,MI,Data Scientist,179000
2024,MI,Data Scientist,112000
2024,SE,Data Scientist,158076
2024,SE,Data Scientist,92986
2024,SE,Software Engineer,234000
2024,SE,Software Engineer,117000
2024,SE,Engineer,230000
2024,SE,Engineer,80000
2024,SE,Engineer,230000
2024,SE,Engineer,115000
2024,MI,Manager,161800
2024,MI,Manager,97100
2024,SE,Analyst,112000
2024,SE,Analyst,71000
2024,EX,Machine Learning Engineer,215200
2024,EX,Machine Learning Engineer,215200
2024,SE,Data Engineer,149076
2024,SE,Data Engineer,84836
2024,SE,Data Engineer,200000
2024,SE,Data Engineer,147000
2024,SE,Product Manager,225000
2024,SE,Product Manager,175000
2024,SE,Data Scientist,225300
2024,SE,Data Scientist,155300
2024,MI,Data Scientist,93919
2024,MI,Data Scientist,53521
2024,MI,Data Scientist,115000
2024,MI,Data Scientist,100000
2024,SE,Data Scientist,247600
2024,SE,Data Scientist,143300
2024,SE,Software Engineer,165000
2024,SE,Software Engineer,125000
2024,SE,Software Engineer,130000
2024,SE,Software Engineer,104000
2024,MI,Product Manager,160000
2024,MI,Product Manager,100000
2024,SE,Software Engineer,163333
2024,SE,Software Engineer,130000
2024,EX,Head of Data,300000
2024,EX,Head of Data,240000
2024,MI,Data Scientist,180000
2024,MI,Data Scientist,110000
2024,MI,Data Scientist,178300
2024,MI,Data Scientist,70800
2024,MI,Data Scientist,65555
2024,MI,Data Scientist,43333
2024,SE,Data Product Manager,293400
2024,SE,Data Product Manager,195600
2024,SE,BI Engineer,145000
2024,SE,BI Engineer,135000
2024,SE,BI Engineer,145000
2024,SE,BI Engineer,135000
2024,SE,BI Engineer,145000
2024,SE,BI Engineer,135000
2024,SE,BI Engineer,145000
2024,SE,BI Engineer,135000
2024,SE,BI Engineer,155000
2024,SE,BI Engineer,145000
2024,EN,Analyst,117363
2024,EN,Analyst,106025
2024,MI,Data Analyst,160000
2024,MI,Data Analyst,130000
2024,SE,Data Analyst,120000
2024,SE,Data Analyst,93000
2024,SE,Software Engineer,223560
2024,SE,Software Engineer,149020
2024,SE,Software Engineer,250000
2024,SE,Software Engineer,180000
2024,EX,Head of AI,425800
2024,EX,Head of AI,283800
2024,SE,Data Engineer,129000
2024,SE,Data Engineer,94000
2024,MI,Data Engineer,143500
2024,MI,Data Engineer,103500
2024,SE,Data Engineer,200000
2024,SE,Data Engineer,147000
2024,SE,Data Engineer,200000
2024,SE,Data Engineer,147000
2024,SE,Data Engineer,200000
2024,SE,Data Engineer,147000
2024,SE,Data Engineer,194000
2024,SE,Data Engineer,126000
2024,SE,Data Engineer,350000
2024,SE,Data Engineer,150000
2024,SE,Engineer,193880
2024,SE,Engineer,121260
2024,SE,Solution Architect,207300
2024,SE,Solution Architect,126587
2024,SE,Machine Learning Engineer,186941
2024,SE,Machine Learning Engineer,149552
2024,SE,Software Engineer,186941
2024,SE,Software Engineer,149552
2024,SE,Machine Learning Developer,203000
2024,SE,Machine Learning Developer,128300
2024,SE,Data Manager,73700
2024,SE,Data Manager,55300
2024,MI,Engineer,175000
2024,MI,Engineer,148500
2024,MI,Software Engineer,159500
2024,MI,Software Engineer,104763
2024,SE,Software Engineer,215000
2024,SE,Software Engineer,150000
2024,SE,Software Engineer,225000
2024,SE,Software Engineer,160000
2024,SE,Manager,155000
2024,SE,Manager,140000
2024,EN,Analyst,103173
2024,EN,Analyst,103173
2024,EN,Statistician,76546
2024,EN,Statistician,76546
2024,MI,Engineer,186000
2024,MI,Engineer,120000
2024,MI,Manager,180000
2024,MI,Manager,140000
2024,EN,Product Analyst,93750
2024,EN,Product Analyst,75000
2024,MI,Manager,130000
2024,MI,Manager,110000
2024,SE,Engineering Manager,322000
2024,SE,Engineering Manager,230000
2024,SE,Engineer,223560
2024,SE,Engineer,149020
2024,SE,Software Engineer,293000
2024,SE,Software Engineer,203000
2024,SE,Software Engineer,293000
2024,SE,Software Engineer,203000
2024,SE,Site Reliability Engineer,256000
2024,SE,Site Reliability Engineer,160000
2024,SE,Engineer,213000
2024,SE,Engineer,142000
2024,EN,Analyst,85000
2024,EN,Analyst,65000
2024,SE,Engineer,170000
2024,SE,Engineer,135000
2024,MI,Engineer,115000
2024,MI,Engineer,75000
2024,SE,Engineer,145000
2024,SE,Engineer,135000
2024,SE,Systems Engineer,145000
2024,SE,Systems Engineer,135000
2024,SE,DevOps Engineer,250000
2024,SE,DevOps Engineer,180000
2024,SE,Backend Engineer,245300
2024,SE,Backend Engineer,208505
2024,SE,Systems Engineer,170120
2024,SE,Systems Engineer,113500
2024,SE,Engineer,154200
2024,SE,Engineer,105100
2024,SE,Engineer,250000
2024,SE,Engineer,120000
2024,MI,Data Scientist,113636
2024,EN,Research Engineer,264200
2024,EN,Research Engineer,143100
2024,SE,Robotics Engineer,147000
2024,SE,Robotics Engineer,115000
2024,SE,Data Scientist,293800
2024,SE,Data Scientist,165500
2024,SE,Data Scientist,223500
2024,SE,Data Scientist,109100
2024,SE,Data Scientist,65600
2024,SE,Data Scientist,43733
2024,SE,Data Scientist,65600
2024,SE,Data Scientist,43733
2024,MI,Business Intelligence Developer,115000
2024,MI,Business Intelligence Developer,100000
2024,MI,Manager,156000
2024,MI,Manager,85000
2024,MI,Data Specialist,176400
2024,MI,Data Specialist,117600
2024,MI,Machine Learning Engineer,180000
2024,MI,Machine Learning Engineer,114634
2024,MI,Data Engineer,81250
2024,MI,Data Engineer,68750
2024,EN,Data Analyst,95000
2024,EN,Data Analyst,84000
2024,MI,Data Analyst,90000
2024,MI,Data Analyst,60000
2024,MI,Data Analyst,90000
2024,MI,Data Analyst,60000
2024,EN,Data Analyst,81250
2024,EN,Data Analyst,63750
2024,EN,BI Analyst,17266
2024,EN,BI Analyst,15107
2024,EN,Product Analyst,62500
2024,EN,Product Analyst,51250
2024,MI,Data Management Specialist,75000
2024,MI,Data Management Specialist,65000
2024,SE,Software Engineer,173000
2024,SE,Software Engineer,112500
2024,SE,AI Developer,158550
2024,SE,AI Developer,65200
2024,SE,Product Manager,292000
2024,SE,Product Manager,194000
2024,SE,Software Engineer,312200
2024,SE,Software Engineer,175800
2024,EX,Engineer,363800
2024,EX,Engineer,271300
2024,SE,Engineer,250200
2024,SE,Engineer,117200
2024,SE,Software Engineer,294000
2024,SE,Software Engineer,137600
2024,EN,Data Scientist,40000
2024,EN,Data Scientist,40000
2024,SE,Data Manager,103000
2024,SE,Data Manager,53000
2024,SE,Data Manager,128000
2024,SE,Data Manager,64000
2024,SE,Data Scientist,217400
2024,SE,Data Scientist,130400
2024,SE,Data Scientist,195140
2024,SE,Data Scientist,159660
2024,MI,Data Engineer,180000
2024,MI,Data Engineer,75000
2024,MI,Data Engineer,130900
2024,MI,Data Engineer,78500
2024,SE,Data Architect,287000
2024,SE,Data Architect,143000
2024,MI,Manager,140000
2024,MI,Manager,60000
2024,MI,Machine Learning Developer,84300
2024,MI,Machine Learning Developer,84300
2024,SE,AI Engineer,228800
2024,SE,AI Engineer,152600
2024,SE,Data Analyst,211800
2024,SE,Data Analyst,129800
2024,SE,Data Analyst,96040
2024,SE,Data Analyst,61360
2024,SE,AI Specialist,160160
2024,SE,AI Specialist,131040
2024,EN,Engineer,110000
2024,EN,Engineer,70950
2024,EN,BI Analyst,21333
2024,EN,BI Analyst,17333
2024,SE,Data Scientist,143896
2024,SE,Data Scientist,114104
2024,MI,BI Engineer,143100
2024,MI,BI Engineer,67500
2024,MI,Artificial Intelligence Engineer,114700
2024,MI,Artificial Intelligence Engineer,57300
2024,SE,Data Analyst,155000
2024,SE,Data Analyst,95000
2024,SE,Software Developer,148017
2024,SE,Software Developer,87069
2024,SE,Engineer,120000
2024,SE,Engineer,110000
2024,SE,Engineer,230000
2024,SE,Engineer,124000
2024,SE,Data Analyst,146875
2024,SE,Data Analyst,81250
2024,MI,Machine Learning Scientist,108700
2024,MI,Machine Learning Scientist,108700
2024,SE,Data Engineer,124800
2024,SE,Data Engineer,67400
2024,SE,Data Engineer,195000
2024,SE,Data Engineer,175000
2024,MI,Data Manager,107600
2024,MI,Data Manager,64600
2024,SE,Data Scientist,166500
2024,SE,Data Scientist,99900
2024,EN,Data Scientist,110000
2024,EN,Data Scientist,90000
2024,SE,Platform Engineer,175600
2024,SE,Platform Engineer,104000
2024,EN,Software Engineer,70000
2024,EN,Software Engineer,70000
2024,MI,Associate,197000
2024,MI,Associate,147000
2024,MI,Software Engineer,303000
2024,MI,Software Engineer,172000
2024,SE,Technical Lead,188500
2024,SE,Technical Lead,147784
2024,SE,Data Engineer,190000
2024,SE,Data Engineer,110200
2024,SE,Machine Learning Engineer,225000
2024,SE,Machine Learning Engineer,151000
2024,SE,Data Scientist,185000
2024,SE,Data Scientist,165000
2024,MI,Engineer,223600
2024,MI,Engineer,129300
2024,SE,Research Scientist,408500
2024,SE,Research Scientist,233500
2024,SE,Research Scientist,185000
2024,SE,Research Scientist,175000
2024,MI,Research Scientist,170000
2024,MI,Research Scientist,155000
2024,SE,Manager,155000
2024,SE,Manager,140000
2024,SE,Software Engineer,230000
2024,SE,Software Engineer,175000
2024,SE,Engineer,139800
2024,SE,Engineer,139800
2024,MI,Data Analyst,80000
2024,MI,Data Analyst,80000
2024,MI,Data Analyst,48000
2024,MI,Data Analyst,32400
2024,SE,Software Engineer,245000
2024,SE,Software Engineer,166600
2024,SE,Software Engineer,245000
2024,SE,Software Engineer,166600
2024,SE,Manager,210000
2024,SE,Manager,185000
2024,SE,Manager,210000
2024,SE,Manager,185000
2024,SE,Manager,210000
2024,SE,Manager,185000
2024,SE,Manager,210000
2024,SE,Manager,185000
2024,SE,Manager,220000
2024,SE,Manager,195000
2024,SE,Data Engineer,248600
2024,SE,Data Engineer,130600
2024,SE,Data Engineer,223000
2024,SE,Data Engineer,185000
2024,MI,Data Engineer,76923
2024,MI,Data Engineer,76923
2024,EX,Data Engineer,338000
2024,EX,Data Engineer,195000
2024,SE,Data Engineer,255000
2024,SE,Data Engineer,225000
2024,SE,Data Engineer,120000
2024,SE,Data Engineer,100000
2024,MI,Engineer,174300
2024,MI,Engineer,80500
2024,MI,Machine Learning Engineer,200000
2024,MI,Machine Learning Engineer,188885
2024,SE,Machine Learning Engineer,315000
2024,SE,Machine Learning Engineer,252000
2024,SE,Machine Learning Engineer,304000
2024,SE,Machine Learning Engineer,244000
2024,SE,Machine Learning Engineer,270000
2024,SE,Machine Learning Engineer,212000
2024,MI,Machine Learning Engineer,184900
2024,MI,Machine Learning Engineer,153000
2024,SE,Machine Learning Engineer,259000
2024,SE,Machine Learning Engineer,204000
2024,SE,Machine Learning Engineer,270000
2024,SE,Machine Learning Engineer,212000
2024,SE,Machine Learning Engineer,259000
2024,SE,Machine Learning Engineer,204000
2024,SE,Machine Learning Engineer,223000
2024,SE,Machine Learning Engineer,185000
2024,MI,Machine Learning Engineer,230000
2024,MI,Machine Learning Engineer,168000
2024,MI,Machine Learning Engineer,171000
2024,MI,Machine Learning Engineer,127000
2024,SE,Data Scientist,180000
2024,SE,Data Scientist,144000
2024,SE,Data Scientist,180000
2024,SE,Data Scientist,144000
2024,SE,Data Scientist,180000
2024,SE,Data Scientist,144000
2024,SE,Analytics Engineer,155000
2024,SE,Analytics Engineer,145000
2024,MI,Associate,144500
2024,MI,Associate,105000
2024,SE,Software Engineer,259000
2024,SE,Software Engineer,204000
2024,SE,Data Scientist,213500
2024,SE,Data Scientist,174000
2024,SE,Data Scientist,243000
2024,SE,Data Scientist,192000
2024,SE,AI Engineer,120000
2024,SE,AI Engineer,90000
2024,SE,Data Architect,90750
2024,SE,Data Architect,82500
2024,EN,Data Scientist,110000
2024,EN,Data Scientist,90000
2024,SE,Data Scientist,243000
2024,SE,Data Scientist,192000
2024,SE,Data Scientist,293500
2024,SE,Data Scientist,224000
2024,SE,Data Scientist,230000
2024,SE,Data Scientist,153000
2024,MI,Data Scientist,117000
2024,MI,Data Scientist,110000
2024,SE,Data Scientist,140300
2024,SE,Data Scientist,116800
2024,MI,Data Scientist,112300
2024,MI,Data Scientist,93700
2024,MI,Data Scientist,114400
2024,MI,Data Scientist,95700
2024,MI,Data Scientist,97200
2024,MI,Data Scientist,81300
2024,MI,Data Scientist,132100
2024,MI,Data Scientist,110200
2024,MI,Data Scientist,132100
2024,MI,Data Scientist,110200
2024,MI,Data Scientist,112300
2024,MI,Data Scientist,93700
2024,SE,Data Scientist,195000
2024,SE,Data Scientist,146250
2024,SE,Engineer,316900
2024,SE,Engineer,181100
2024,MI,Engineer,530000
2024,MI,Engineer,360000
2024,SE,Engineer,178600
2024,SE,Engineer,76300
2024,SE,Software Engineer,259000
2024,SE,Software Engineer,204300
2024,MI,Manager,170600
2024,MI,Manager,142300
2024,MI,Software Engineer,185000
2024,MI,Software Engineer,165000
2024,SE,Software Engineer,220000
2024,SE,Software Engineer,190000
2024,SE,Product Manager,200000
2024,SE,Product Manager,120000
2024,SE,Product Manager,200000
2024,SE,Product Manager,100000
2024,SE,Product Manager,200000
2024,SE,Product Manager,120000
2024,MI,Engineering Manager,180000
2024,MI,Engineering Manager,160000
2024,MI,Software Engineer,190500
2024,MI,Software Engineer,170000
2024,EN,Engineer,168480
2024,EN,Engineer,91520
2024,SE,Software Engineer,260000
2024,SE,Software Engineer,177400
2024,SE,Systems Engineer,216000
2024,SE,Systems Engineer,135000
2024,SE,Backend Engineer,130000
2024,SE,Backend Engineer,92500
2024,SE,Software Engineer,255000
2024,SE,Software Engineer,225000
2024,MI,Backend Engineer,260000
2024,MI,Backend Engineer,180960
2024,SE,Software Engineer,215000
2024,SE,Software Engineer,152400
2024,SE,Software Engineer,265200
2024,SE,Software Engineer,180300
2024,SE,Software Engineer,231000
2024,SE,Software Engineer,126000
2024,SE,Software Engineer,220000
2024,SE,Software Engineer,185000
2024,SE,Manager,279010
2024,SE,Manager,200000
2024,MI,Manager,152375
2024,MI,Manager,94000
2024,SE,Software Engineer,267100
2024,SE,Software Engineer,235000
2024,MI,Software Engineer,145000
2024,MI,Software Engineer,130000
2024,SE,Software Engineer,223000
2024,SE,Software Engineer,185000
2024,SE,Engineer,245200
2024,SE,Engineer,140000
2024,MI,Technical Writer,135000
2024,MI,Technical Writer,114800
2024,SE,DevOps Engineer,234900
2024,SE,DevOps Engineer,113500
2024,MI,Manager,192000
2024,MI,Manager,160000
2024,MI,Software Engineer,237000
2024,MI,Software Engineer,170112
2024,SE,Manager,235000
2024,SE,Manager,192000
2024,SE,Product Manager,267100
2024,SE,Product Manager,190800
2024,SE,Technical Lead,195600
2024,SE,Technical Lead,195600
2024,SE,Technical Lead,195600
2024,SE,Technical Lead,195600
2024,SE,Software Engineer,225000
2024,SE,Software Engineer,180000
2024,EN,Product Designer,27777
2024,SE,Software Engineer,313500
2024,SE,Software Engineer,194000
2024,MI,Encounter Data Management Professional,79500
2024,MI,Encounter Data Management Professional,57700
2024,MI,Data Scientist,45000
2024,MI,Data Scientist,30000
2024,MI,Data Scientist,142600
2024,MI,Data Scientist,81500
2024,SE,Machine Learning Engineer,237500
2024,SE,Machine Learning Engineer,137750
2024,SE,Machine Learning Scientist,250000
2024,SE,Machine Learning Scientist,145000
2024,MI,AI Engineer,156100
2024,MI,AI Engineer,84100
2024,SE,Data Analyst,124620
2024,SE,Data Analyst,111155
2024,MI,Data Analyst,80000
2024,MI,Data Analyst,50000
2024,SE,Data Engineer,355000
2024,SE,Data Engineer,194000
2024,MI,Data Engineer,162800
2024,MI,Data Engineer,87700
2024,MI,Software Engineer,144660
2024,MI,Software Engineer,90480
2024,SE,Software Engineer,183580
2024,SE,Software Engineer,111260
2024,MI,Software Developer,168700
2024,MI,Software Developer,96400
2024,SE,Product Manager,276800
2024,SE,Product Manager,173300
2024,MI,Software Engineer,60000
2024,MI,Software Engineer,35000
2024,SE,Data Governance Lead,118750
2024,SE,Data Governance Lead,93750
2024,SE,Engineer,280000
2024,SE,Engineer,240000
2024,SE,Machine Learning Engineer,188000
2024,SE,Machine Learning Engineer,89500
2024,MI,Machine Learning Engineer,137930
2024,MI,Machine Learning Engineer,74270
2024,MI,Associate,230230
2024,MI,Associate,177905
2024,MI,Data Scientist,180200
2024,MI,Data Scientist,85800
2024,MI,Business Intelligence Engineer,56250
2024,MI,Business Intelligence Engineer,37500
2024,MI,Associate,230230
2024,MI,Associate,177905
2024,EN,Data Analyst,60000
2024,EN,Data Analyst,42000
2024,SE,Engineer,225500
2024,SE,Engineer,161800
2024,SE,Data Scientist,234000
2024,SE,Data Scientist,117000
2024,SE,Data Scientist,130500
2024,SE,Data Scientist,96000
2024,SE,Data Quality Lead,188640
2024,SE,Data Quality Lead,125760
2024,SE,Data Analyst,86940
2024,SE,Data Analyst,66000
2024,MI,Data Analyst,106370
2024,MI,Data Analyst,76230
2024,SE,Platform Engineer,290950
2024,SE,Platform Engineer,211600
2024,MI,Research Assistant,60000
2024,MI,Research Assistant,60000
2024,SE,Data Analyst,115000
2024,SE,Data Analyst,88275
2024,MI,Business Intelligence Developer,146050
2024,MI,Business Intelligence Developer,107950
2024,SE,Data Engineer,207000
2024,SE,Data Engineer,176446
2024,MI,Data Engineer,115000
2024,MI,Data Engineer,85000
2024,MI,Data Engineer,140000
2024,MI,Data Engineer,100000
2024,SE,Manager,258000
2024,SE,Manager,141000
2024,SE,Associate,130000
2024,SE,Associate,78000
2024,MI,Machine Learning Engineer,223600
2024,MI,Machine Learning Engineer,129300
2024,MI,Data Scientist,212800
2024,MI,Data Scientist,125500
2024,MI,Data Engineer,205600
2024,MI,Data Engineer,118900
2024,SE,Data Engineer,72000
2024,SE,Data Engineer,64000
2024,EX,Data Engineer,167000
2024,EX,Data Engineer,130500
2024,MI,Data Engineer,120000
2024,MI,Data Engineer,90500
2024,MI,Data Analyst,95000
2024,MI,Data Analyst,75000
2024,MI,Software Engineer,223600
2024,MI,Software Engineer,129300
2024,SE,Software Engineer,159000
2024,SE,Software Engineer,114000
2024,SE,Software Engineer,185000
2024,SE,Software Engineer,122000
2024,SE,Software Engineer,252000
2024,SE,Software Engineer,168000
2024,MI,Software Engineer,252000
2024,MI,Software Engineer,168000
2024,SE,Data Engineer,206000
2024,SE,Data Engineer,175100
2024,SE,Data Engineer,220800
2024,SE,Data Engineer,124800
2024,SE,Data Engineer,72000
2024,SE,Data Engineer,64000
2024,SE,Data Engineer,72000
2024,SE,Data Engineer,64000
2024,EX,Data Engineer,167000
2024,EX,Data Engineer,130500
2024,EX,Data Engineer,167000
2024,EX,Data Engineer,130500
2024,MI,Data Engineer,115000
2024,MI,Data Engineer,85000
2024,SE,Software Engineer,207000
2024,SE,Software Engineer,176000
2024,SE,Data Analyst,138000
2024,SE,Data Analyst,120000
2024,SE,Software Developer,41333
2024,SE,Software Developer,41333
2024,MI,Data Analytics Manager,220000
2024,MI,Data Analytics Manager,165000
2024,SE,Data Scientist,145000
2024,SE,Data Scientist,95000
2024,SE,Data Scientist,121000
2024,SE,Data Scientist,121000
2024,SE,Data Scientist,410000
2024,SE,Data Scientist,135000
2024,MI,Software Engineer,210700
2024,MI,Software Engineer,110900
2024,MI,Software Engineer,210700
2024,MI,Software Engineer,110900
2024,SE,Software Engineer,219000
2024,SE,Software Engineer,110900
2024,SE,Software Engineer,219000
2024,SE,Software Engineer,110900
2024,SE,Data Architect,400000
2024,SE,Data Architect,100000
2024,SE,Software Engineer,252000
2024,SE,Software Engineer,168000
2024,SE,Software Engineer,252000
2024,SE,Software Engineer,168000
2024,MI,Software Engineer,252000
2024,MI,Software Engineer,138000
2024,MI,Software Engineer,252000
2024,MI,Software Engineer,138000
2024,MI,Analyst,130000
2024,MI,Analyst,80000
2024,SE,Software Engineer,362000
2024,SE,Software Engineer,241000
2024,MI,Engineer,84522
2024,MI,Engineer,84522
2024,MI,Engineer,133000
2024,MI,Engineer,133000
2024,SE,Software Engineer,180000
2024,SE,Software Engineer,144000
2024,EN,Research Engineer,75000
2024,EN,Research Engineer,65000
2024,SE,Engineer,266000
2024,SE,Engineer,168000
2024,MI,Associate,126000
2024,MI,Associate,78000
2024,MI,Engineer,119000
2024,MI,Engineer,89000
2024,MI,Associate,167500
2024,MI,Associate,106500
2024,SE,Data Engineer,183300
2024,SE,Data Engineer,101400
2024,SE,Data Scientist,250200
2024,SE,Data Scientist,117200
2024,SE,Machine Learning Scientist,145400
2024,SE,Machine Learning Scientist,145400
2024,SE,Software Engineer,150000
2024,SE,Software Engineer,100000
2024,SE,Software Engineer,150000
2024,SE,Software Engineer,100000
2024,SE,Software Engineer,161000
2024,SE,Software Engineer,161000
2024,MI,Data Engineer,179500
2024,MI,Data Engineer,149500
2024,MI,Data Engineer,200000
2024,MI,Data Engineer,180000
2024,MI,Business Intelligence Engineer,135500
2024,MI,Business Intelligence Engineer,91000
2024,MI,Research Engineer,250000
2024,MI,Research Engineer,160000
2024,MI,Engineering Manager,250000
2024,MI,Engineering Manager,220000
2024,SE,Systems Engineer,223500
2024,SE,Systems Engineer,152000
2024,SE,Software Engineer,225000
2024,SE,Software Engineer,190000
2024,MI,Engineering Manager,260000
2024,MI,Engineering Manager,192000
2024,SE,Applied Scientist,291900
2024,SE,Applied Scientist,139300
2024,MI,Applied Scientist,208800
2024,MI,Applied Scientist,98300
2024,MI,Engineer,264200
2024,MI,Engineer,143100
2024,MI,Manager,138900
2024,MI,Manager,83300
2024,EN,Data Analyst,90000
2024,EN,Data Analyst,65000
2024,SE,Data Analyst,85000
2024,SE,Data Analyst,70000
2024,SE,Data Analyst,140000
2024,SE,Data Analyst,130000
2024,MI,Data Analyst,120000
2024,MI,Data Analyst,110000
2024,EN,Data Analyst,412502
2024,EN,Data Analyst,41250
2024,MI,Data Analyst,70000
2024,MI,Data Analyst,70000
2024,EN,Data Analyst,364905
2024,EN,Data Analyst,30408
2024,SE,Data Architect,260400
2024,SE,Data Architect,156200
